isin,as_of,mix
INE579F24040,30/06/2026,"Trusts 39%, Corporates 24%, Other FIs 21%, Banks 6.4%, Individuals 5.4%, Insurance 3%, others 0.3%"
INE579F24065,30/06/2026,"Trusts 40%, Other FIs 21%, Corporates 18%, Banks 6.4%, Individuals 5.6%, Clearing members 5.6%, others 3%"
INE579F24073,30/06/2026,"Trusts 38%, Corporates 25%, Other FIs 21%, Banks 6.4%, Individuals 5.3%, Insurance 3%, others 0.4%"
INE579F24107,30/06/2026,"Trusts 33%, Corporates 27%, Other FIs 21%, Banks 6.4%, Individuals 6%, Clearing members 3.3%, others 3%"
INE582L08078,30/06/2026,MF 100%
INE583D07570,30/06/2026,"Individuals 69%, Corporates 30%, Trusts 0.4%, NRIs 0.2%"
INE583D07612,30/06/2026,"Individuals 67%, Insurance 17%, Corporates 16%, Trusts 0.1%"
INE583D07620,30/06/2026,"Corporates 58%, Individuals 37%, AIF 5.3%"
INE583D07638,30/06/2026,"Corporates 57%, Individuals 29%, AIF 14%, Clearing members 0.4%, NRIs 0.2%"
INE583D07661,30/06/2026,"Corporates 78%, Individuals 18%, AIF 2.4%, Clearing members 1.8%"
INE583D08081,30/06/2026,"Individuals 51%, Corporates 48%, NRIs 0.8%, Trusts 0.6%"
INE583D08115,30/06/2026,"Corporates 94%, Individuals 6%, Clearing members 0.3%, NRIs 0.1%"
INE597F07054,30/06/2026,"FPI 66%, AIF 25%, Corporates 9.1%"
INE598T07061,30/06/2026,"Corporates 65%, Individuals 35%"
INE598T07087,30/06/2026,"Corporates 80%, Individuals 19%, AIF 0.6%"
INE601U08143,30/06/2026,"Individuals 80%, Corporates 17%, NRIs 2.3%, Trusts 1%, Clearing members 0.1%"
INE601U08275,30/06/2026,"Corporates 53%, Individuals 46%, NBFC 0.8%"
INE601U08309,30/06/2026,"MF 59%, Corporates 35%, Individuals 5.1%, Insurance 0.7%"
INE605Y07148,30/06/2026,"Corporates 71%, Individuals 26%, AIF 2.1%, NBFC 1.5%, Clearing members 0.1%, NRIs 0.1%"
INE605Y07205,30/06/2026,"Corporates 47%, Individuals 47%, AIF 6.2%"
INE605Y07213,30/06/2026,"Corporates 41%, Individuals 24%, NBFC 15%, AIF 11%, Trusts 9.1%"
INE605Y07239,30/06/2026,"MF 62%, Trusts 20%, Corporates 18%"
INE607M08097,30/06/2026,"Banks 61%, MF 30%, PF/Pension 9%"
INE607M08105,30/06/2026,"MF 50%, Insurance 50%"
INE607M08121,30/06/2026,"Corporates 85%, Insurance 15%"
INE614A07033,30/06/2026,MF 100%
INE620H07019,30/06/2026,"Corporates 90%, AIF 7.8%, Individuals 2%"
INE634S07025,30/06/2026,"MF 70%, Insurance 28%, Corporates 2%"
INE634S07033,30/06/2026,"Insurance 84%, MF 14%, PF/Pension 1.4%, FPI 0.4%"
INE635M08015,30/06/2026,"Corporates 67%, Trusts 20%, Banks 12%, Individuals 1.5%"
INE635M08023,30/06/2026,Banks 100%
INE651J07960,30/06/2026,MF 100%
INE651J07978,30/06/2026,MF 100%
INE651J07986,30/06/2026,MF 100%
INE651J07AA0,30/06/2026,MF 100%
INE651J07AB8,30/06/2026,MF 100%
INE657H08035,30/06/2026,"Banks 67%, MF 27%, Corporates 6.7%"
INE657H08043,30/06/2026,"Corporates 53%, Banks 38%, MF 8.1%, Trusts 1.2%"
INE657N07613,30/06/2026,"FPI 50%, AIF 38%, Corporates 12%, Individuals 0.9%"
INE658F08300,30/06/2026,"Trusts 47%, Individuals 31%, Banks 18%, Corporates 4.3%, NRIs 0.6%"
INE658F08425,30/06/2026,"Trusts 43%, Individuals 33%, Corporates 14%, Govt 5.4%, Banks 3%, NRIs 1.1%"
INE658F08433,30/06/2026,"Corporates 56%, Trusts 26%, Individuals 15%, Clearing members 2.8%, Banks 0.3%, NRIs 0.1%"
INE658F08458,30/06/2026,"Corporates 63%, Trusts 20%, Individuals 16%, Banks 0.6%, Clearing members 0.3%, NRIs 0.1%"
INE658F08474,30/06/2026,"Corporates 51%, Individuals 23%, Trusts 19%, Banks 5.6%, Other FIs 1%, NRIs 0.3%"
INE658F08482,30/06/2026,"Corporates 58%, Individuals 19%, Trusts 17%, Clearing members 3.4%, Other FIs 2%, Banks 0.6%, others 0.3%"
INE658F08508,30/06/2026,"Trusts 40%, Individuals 35%, Banks 15%, Corporates 10%, NRIs 0.3%"
INE658F08516,30/06/2026,"Trusts 53%, Corporates 23%, Individuals 17%, Clearing members 5.9%, NRIs 0.9%, Banks 0.8%"
INE658F08524,30/06/2026,"Individuals 46%, Trusts 39%, Corporates 10%, Banks 5%, NRIs 0.8%"
INE658F08532,30/06/2026,"Trusts 35%, Corporates 23%, Banks 21%, Individuals 19%, Clearing members 3.5%, NRIs 0.1%"
INE658F08540,30/06/2026,"Trusts 56%, Corporates 27%, Individuals 11%, Banks 5.5%, NRIs 0.3%"
INE658F08557,30/06/2026,"Individuals 45%, Trusts 37%, Corporates 16%, Banks 1.4%, NRIs 0.2%"
INE658F08565,30/06/2026,"Individuals 29%, Corporates 29%, Trusts 25%, Banks 10%, Clearing members 6.3%, NRIs 0.3%"
INE658R07430,30/06/2026,MF 100%
INE658R07448,30/06/2026,MF 100%
INE660A07RI7,30/06/2026,"Corporates 54%, MF 25%, Insurance 19%, Individuals 1.7%, AIF 0.1%"
INE660A07RN7,30/06/2026,"Insurance 47%, PF/Pension 21%, MF 15%, Trusts 11%, Banks 6.7%"
INE660A07RQ0,30/06/2026,"Corporates 55%, Banks 24%, MF 12%, Insurance 9%"
INE660A07RT4,30/06/2026,"Corporates 44%, Insurance 43%, MF 13%"
INE660A07RU2,30/06/2026,"Banks 72%, Corporates 16%, MF 8.7%, Insurance 2.5%"
INE660A07RV0,30/06/2026,Banks 100%
INE660A07RW8,30/06/2026,"Insurance 61%, Corporates 28%, MF 7.3%, Trusts 3.3%"
INE660A07RY4,30/06/2026,"Corporates 52%, MF 20%, Insurance 18%, Banks 10%"
INE660A07SA2,30/06/2026,"Insurance 48%, Banks 24%, FPI 16%, MF 6.4%, Corporates 6%"
INE660A07SB0,30/06/2026,"MF 76%, Insurance 17%, Corporates 4.4%, Banks 3.1%"
INE660A07SD6,30/06/2026,"MF 61%, Insurance 22%, PF/Pension 10%, Banks 5.2%, Corporates 1.3%"
INE660A07SE4,30/06/2026,"Banks 44%, MF 38%, FPI 13%, Insurance 5.7%"
INE667F07IG4,30/06/2026,"MF 85%, Corporates 15%"
INE667F07II0,30/06/2026,"Corporates 88%, MF 12%"
INE667F07IT7,30/06/2026,MF 100%
INE667F07IU5,30/06/2026,"MF 92%, Insurance 8.2%"
INE667F07IV3,30/06/2026,"MF 87%, Insurance 13%"
INE667F07IW1,30/06/2026,"Insurance 73%, MF 25%, Corporates 1.7%"
INE667F07IZ4,30/06/2026,"MF 50%, Corporates 33%, Insurance 17%"
INE667F07JA5,30/06/2026,MF 100%
INE667F07JB3,30/06/2026,"MF 50%, Insurance 38%, Corporates 12%"
INE670K07273,30/06/2026,MF 100%
INE670K07281,30/06/2026,MF 100%
INE670K07299,30/06/2026,"Banks 83%, MF 17%"
INE670K07315,30/06/2026,"Banks 57%, MF 43%"
INE670K07364,30/06/2026,MF 100%
INE674K07028,30/06/2026,"MF 53%, Corporates 16%, Banks 13%, PF/Pension 13%, Trusts 4%"
INE674K07036,30/06/2026,"Corporates 58%, Banks 21%, MF 17%, Insurance 4.2%"
INE674K07069,30/06/2026,"Banks 48%, Corporates 22%, Insurance 10%, NBFC 4.5%, FPI 4.5%, Clearing members 3.7%, others 7.4%"
INE674K07135,30/06/2026,"Corporates 65%, Trusts 10%, Banks 10%, PF/Pension 8.5%, Insurance 6.3%, Individuals 0.4%"
INE674K07143,30/06/2026,"Banks 60%, MF 18%, Corporates 9.4%, Trusts 7.6%, Insurance 5%"
INE674K07150,30/06/2026,"Corporates 71%, Insurance 29%"
INE674K08018,30/06/2026,"Trusts 43%, Corporates 31%, Insurance 22%, Govt 2.5%, Individuals 0.9%, NRIs 0.2%"
INE674K08083,30/06/2026,"Corporates 55%, Trusts 23%, Clearing members 17%, Individuals 4.8%"
INE676J08023,30/06/2026,"Corporates 95%, Individuals 5%"
INE676J08031,30/06/2026,"Corporates 56%, Individuals 44%"
INE681R08141,30/06/2026,"Individuals 77%, Corporates 23%"
INE685A07132,30/06/2026,"MF 59%, Insurance 41%"
INE685A07157,30/06/2026,"Insurance 47%, MF 25%, PF/Pension 14%, FPI 14%"
INE685A07165,30/06/2026,"PF/Pension 52%, Insurance 45%, MF 2.8%"
INE685A07173,30/06/2026,"Insurance 57%, PF/Pension 32%, MF 7.3%, Corporates 2.9%, Trusts 0.6%"
INE692A08029,30/06/2026,"Trusts 60%, MF 16%, Individuals 14%, Corporates 7.3%, Insurance 1.6%, PF/Pension 1%, others 0.5%"
INE692A08169,30/06/2026,"Banks 55%, Trusts 19%, Corporates 18%, Other FIs 2.5%, Individuals 2.5%, Govt 2.3%, others 0.7%"
INE692A08177,30/06/2026,"Banks 56%, Trusts 27%, Corporates 8.4%, Insurance 4.7%, Other FIs 3.4%, Individuals 0.1%"
INE692A08193,30/06/2026,"Corporates 41%, Banks 25%, Other FIs 15%, Trusts 14%, MF 2.3%, Individuals 1.4%, others 1.4%"
INE692A08201,30/06/2026,"Trusts 54%, Govt 27%, MF 15%, Banks 3.7%"
INE692Q07449,30/06/2026,"MF 96%, Insurance 4%"
INE692Q07480,30/06/2026,"MF 62%, Corporates 23%, Banks 15%"
INE692Q07498,30/06/2026,MF 100%
INE692Q07563,30/06/2026,"MF 92%, NBFC 5%, Insurance 3%"
INE692Q07589,30/06/2026,MF 100%
INE692Q07613,30/06/2026,"MF 38%, Banks 33%, FPI 17%, Insurance 12%"
INE697K07136,30/06/2026,AIF 100%
INE718F07049,30/06/2026,"Individuals 74%, Corporates 26%"
INE721A07QO7,30/06/2026,Trusts 100%
INE721A07RC0,30/06/2026,"Trusts 73%, Individuals 10%, Insurance 8.6%, Corporates 6.8%, Banks 1.1%, NRIs 0.3%"
INE721A07RL1,30/06/2026,"Trusts 22%, Corporates 19%, PF/Pension 15%, Banks 14%, Insurance 13%, FPI 7.1%, others 9.2%"
INE721A07RQ0,30/06/2026,"Corporates 28%, Insurance 21%, PF/Pension 21%, FPI 12%, MF 9.4%, NBFC 4.7%, others 3.7%"
INE721A07RR8,30/06/2026,"FPI 50%, Corporates 25%, MF 17%, Insurance 8.3%"
INE721A07RV0,30/06/2026,"Insurance 36%, Corporates 29%, Banks 27%, PF/Pension 5.6%, Trusts 1.7%, Individuals 0.3%, others 0.3%"
INE721A07RY4,30/06/2026,"Insurance 57%, PF/Pension 17%, Corporates 17%, Trusts 6.2%, FPI 1.3%, Govt 0.5%, others 0.4%"
INE721A07RZ1,30/06/2026,"Insurance 36%, Corporates 22%, Banks 19%, PF/Pension 8.5%, FPI 8.4%, MF 3.3%, others 3.5%"
INE721A07SA2,30/06/2026,"Insurance 45%, PF/Pension 20%, Trusts 18%, Corporates 12%, Individuals 2.7%, Banks 1.1%, others 0.1%"
INE721A07SD6,30/06/2026,"Insurance 70%, PF/Pension 18%, Banks 5.6%, MF 2.6%, Corporates 1.3%, Trusts 1.3%, others 1.4%"
INE721A07SF1,30/06/2026,"MF 92%, Insurance 7.7%"
INE721A07SI5,30/06/2026,"Corporates 82%, Individuals 11%, Insurance 5%, Banks 1.7%"
INE721A07SK1,30/06/2026,"PF/Pension 40%, Insurance 23%, FPI 13%, Trusts 11%, Corporates 7.4%, Banks 5.4%, others 0.3%"
INE721A07SL9,30/06/2026,"Banks 30%, Corporates 29%, Insurance 27%, MF 6.4%, NBFC 4.9%, Govt 1.9%, others 0.7%"
INE721A07SQ8,30/06/2026,"Corporates 50%, Individuals 45%, AIF 5.5%"
INE721A08CY4,30/06/2026,"Trusts 51%, Corporates 18%, MF 15%, Insurance 12%, Individuals 3.2%, Banks 0.9%"
INE721A08DA2,30/06/2026,"Trusts 55%, Insurance 34%, Corporates 6%, Individuals 5.1%, Banks 0.1%, NRIs 0.1%"
INE721A08DD6,30/06/2026,"Corporates 70%, Trusts 30%"
INE723X07166,30/06/2026,"Corporates 56%, Trusts 44%"
INE723X07208,30/06/2026,"Trusts 73%, Banks 20%, Corporates 7.2%"
INE723X07224,30/06/2026,Corporates 100%
INE723X07273,30/06/2026,"Corporates 69%, Banks 31%"
INE723X07281,30/06/2026,"Trusts 71%, Corporates 29%"
INE725H08162,30/06/2026,MF 100%
INE725H08170,30/06/2026,MF 100%
INE725H08188,30/06/2026,"MF 90%, Banks 10%"
INE725H08196,30/06/2026,"MF 70%, Corporates 30%"
INE725H08204,30/06/2026,"Banks 64%, MF 36%"
INE725H08238,30/06/2026,"Banks 60%, MF 20%, Insurance 10%, Corporates 10%"
INE725H08246,30/06/2026,MF 100%
INE725H08287,30/06/2026,"MF 82%, Corporates 18%"
INE726G08022,30/06/2026,"PF/Pension 69%, MF 17%, Trusts 10%, Corporates 2.3%, Banks 0.8%"
INE726G08030,30/06/2026,"PF/Pension 83%, Trusts 11%, MF 6.1%, Corporates 0.4%"
INE729N08048,30/06/2026,"MF 50%, Corporates 33%, Trusts 17%"
INE729N08055,30/06/2026,"MF 95%, Corporates 5.1%"
INE729N08063,30/06/2026,"MF 77%, Corporates 23%"
INE729N08071,30/06/2026,MF 100%
INE729N08089,30/06/2026,MF 100%
INE729N08097,30/06/2026,"MF 50%, Insurance 50%"
INE729N08105,30/06/2026,"MF 83%, Corporates 12%, Insurance 5%"
INE729N08113,30/06/2026,MF 100%
INE732I07010,30/06/2026,MF 100%
INE733E07JG5,30/06/2026,"Individuals 65%, Corporates 30%, NRIs 4.1%, Trusts 0.2%, Clearing members 0.2%, Banks 0.2%, others 0.2%"
INE733E07KE8,30/06/2026,"Banks 47%, MF 25%, Insurance 14%, PF/Pension 8.8%, Corporates 3.1%, Trusts 2.5%"
INE733E07KF5,30/06/2026,"MF 75%, Banks 25%"
INE733E07KI9,30/06/2026,"Govt 56%, Insurance 23%, PF/Pension 11%, Trusts 6.7%, Banks 4%, Corporates 0.1%"
INE733E07KJ7,30/06/2026,"Insurance 50%, PF/Pension 30%, MF 12%, Trusts 4.3%, Banks 3.8%, Corporates 0.2%, others 0.1%"
INE733E07KL3,30/06/2026,"PF/Pension 46%, MF 35%, Insurance 11%, Banks 3.5%, Trusts 3.3%, Corporates 1.3%"
INE733E08171,30/06/2026,"Govt 80%, PF/Pension 16%, MF 2.4%, Trusts 1.5%"
INE733E08189,30/06/2026,"Govt 55%, PF/Pension 29%, Insurance 9.3%, Trusts 5.7%, Corporates 0.8%"
INE733E08197,30/06/2026,"PF/Pension 68%, Insurance 24%, MF 3.7%, Banks 2.2%, Trusts 1.4%, FPI 1%, others 0.3%"
INE733E08262,30/06/2026,"Insurance 35%, PF/Pension 28%, Banks 21%, Trusts 7.2%, Govt 6.3%, MF 2.4%"
INE733E08270,30/06/2026,"Insurance 50%, PF/Pension 33%, Banks 13%, MF 3.8%, Trusts 0.6%"
INE733E08288,30/06/2026,"Insurance 64%, PF/Pension 15%, Govt 15%, Banks 5%, FPI 0.6%"
INE734I07107,30/06/2026,"Individuals 79%, Corporates 21%"
INE734I07115,30/06/2026,"Corporates 87%, Individuals 13%"
INE735W08053,30/06/2026,"Banks 48%, Individuals 35%, Corporates 16%, Clearing members 0.4%, NRIs 0.2%, Trusts 0.1%"
INE741K07496,30/06/2026,"Individuals 85%, AIF 7.8%, Corporates 6.3%, NRIs 0.6%, Trusts 0.4%, Clearing members 0.1%"
INE741K07611,30/06/2026,"Corporates 92%, Insurance 7.7%"
INE746L07014,30/06/2026,MF 100%
INE752E07IW4,30/06/2026,"Insurance 35%, Govt 32%, Corporates 14%, Trusts 12%, MF 4.9%, PF/Pension 2.7%"
INE752E07IX2,30/06/2026,"Insurance 35%, Trusts 32%, Corporates 16%, Govt 10%, MF 4.9%, PF/Pension 2.7%"
INE752E07IY0,30/06/2026,"Insurance 37%, Corporates 33%, Govt 15%, MF 10%, Trusts 3.1%, PF/Pension 2.5%"
INE752E07JM3,30/06/2026,"Insurance 30%, Govt 29%, Trusts 20%, Corporates 13%, MF 6%, PF/Pension 1.3%"
INE752E07JN1,30/06/2026,"Trusts 56%, Insurance 27%, PF/Pension 5.7%, MF 5.5%, Banks 3%, Corporates 3%"
INE752E07KA6,30/06/2026,"Insurance 41%, Govt 36%, Trusts 11%, MF 7.5%, Banks 1.5%, PF/Pension 1.5%, others 1.1%"
INE752E07KL3,30/06/2026,"Insurance 52%, Trusts 19%, MF 18%, Corporates 6.5%, PF/Pension 5%"
INE752E07KY6,30/06/2026,"Govt 74%, Trusts 10%, PF/Pension 6%, Insurance 6%, MF 3.9%"
INE752E07KZ3,30/06/2026,"Govt 73%, Insurance 14%, PF/Pension 4.7%, Trusts 4%, MF 3.8%, Corporates 0.8%"
INE752E07LR8,30/06/2026,"Insurance 48%, PF/Pension 21%, Trusts 13%, Govt 11%, MF 3.8%, Banks 1.9%, others 2.3%"
INE752E07MA2,30/06/2026,"PF/Pension 27%, Insurance 25%, Corporates 20%, Trusts 16%, MF 9.1%, Govt 2.3%"
INE752E07MH7,30/06/2026,"Insurance 39%, PF/Pension 25%, MF 18%, Trusts 17%, FPI 0.8%, Govt 0.8%"
INE752E07MU0,30/06/2026,"PF/Pension 41%, MF 17%, Insurance 16%, Banks 11%, Trusts 7.4%, Govt 4.4%, others 2.2%"
INE752E07MV8,30/06/2026,"PF/Pension 29%, Trusts 28%, MF 22%, Insurance 14%, Govt 6.6%"
INE752E07NT0,30/06/2026,"Govt 57%, Banks 17%, Insurance 12%, Corporates 4.5%, Trusts 4.5%, MF 3%, others 2.9%"
INE752E07NU8,30/06/2026,"Govt 57%, Banks 15%, Insurance 12%, MF 6%, PF/Pension 5.9%, Trusts 4.5%"
INE752E07NV6,30/06/2026,"Govt 57%, PF/Pension 16%, Insurance 14%, Banks 7.5%, MF 3%, Trusts 3%"
INE752E07NW4,30/06/2026,"Govt 57%, Insurance 29%, MF 7.5%, Trusts 3.6%, PF/Pension 2.4%"
INE752E07OC4,30/06/2026,"Banks 43%, PF/Pension 17%, Insurance 15%, Trusts 11%, MF 8%, Corporates 5.6%"
INE752E07OE0,30/06/2026,"Govt 58%, PF/Pension 13%, Banks 12%, MF 8.6%, Trusts 4.4%, Insurance 4.3%"
INE752E07OF7,30/06/2026,"Banks 35%, PF/Pension 33%, Insurance 15%, MF 6.6%, Trusts 4.4%, Govt 2.7%, others 2.5%"
INE752E07OG5,30/06/2026,"Banks 33%, PF/Pension 28%, Insurance 18%, MF 8.4%, Trusts 5.3%, Corporates 4.4%, others 3%"
INE752E08551,30/06/2026,"Insurance 37%, PF/Pension 31%, MF 20%, Banks 10%, Trusts 1.2%, Corporates 0.5%, others 0.4%"
INE752E08601,30/06/2026,"Govt 52%, MF 24%, PF/Pension 20%, Insurance 4%"
INE752E08668,30/06/2026,"Corporates 94%, Trusts 2.8%, Banks 1.9%, MF 0.9%"
INE752E08676,30/06/2026,"PF/Pension 42%, MF 29%, Govt 18%, Insurance 8%, Trusts 2.1%, Banks 0.5%"
INE752E08684,30/06/2026,"PF/Pension 61%, Insurance 20%, MF 18%, Trusts 0.8%"
INE752E08692,30/06/2026,"MF 66%, Insurance 27%, PF/Pension 7.1%"
INE752E08718,30/06/2026,"PF/Pension 42%, MF 29%, Insurance 20%, Corporates 4.3%, Trusts 4.3%"
INE752E08726,30/06/2026,"Insurance 40%, MF 24%, Banks 23%, PF/Pension 12%"
INE752E08742,30/06/2026,"Insurance 83%, MF 7%, PF/Pension 5.8%, Banks 1.7%, Trusts 1.7%, Corporates 0.8%"
INE752E08759,30/06/2026,"Banks 79%, Insurance 13%, PF/Pension 4.8%, MF 1.8%, Trusts 0.7%"
INE752E08767,30/06/2026,"Govt 54%, Insurance 23%, PF/Pension 14%, MF 3.5%, Banks 3%, FPI 1%, others 2%"
INE752E08775,30/06/2026,"Insurance 48%, Govt 18%, PF/Pension 16%, Banks 11%, MF 6.9%"
INE752E08783,30/06/2026,"PF/Pension 47%, Insurance 21%, Banks 20%, Govt 8%, MF 1.6%, FPI 1.2%, others 1%"
INE752E08791,30/06/2026,"Govt 37%, PF/Pension 32%, Banks 15%, Insurance 14%, MF 1%, FPI 1%, others 0.2%"
INE752E08809,30/06/2026,"Govt 89%, PF/Pension 4.3%, MF 2.7%, Trusts 2.1%, Insurance 1.2%, Corporates 0.6%"
INE755L07015,30/06/2026,MF 100%
INE756I07DX5,30/06/2026,"Corporates 44%, MF 30%, Banks 11%, Insurance 6.6%, Trusts 5.6%, PF/Pension 3.3%, others 0.1%"
INE756I07EJ2,30/06/2026,"Corporates 39%, MF 27%, Insurance 12%, Banks 8.1%, Trusts 7.6%, FPI 5.8%, others 0.3%"
INE756I07EU9,30/06/2026,"Banks 36%, MF 27%, Trusts 24%, Corporates 11%, Insurance 1.6%, NRIs 0.2%"
INE756I07EX3,30/06/2026,"Corporates 54%, NBFC 19%, Banks 16%, MF 6.7%, Trusts 4.4%, Insurance 0.4%"
INE756I07EY1,30/06/2026,"Corporates 30%, Insurance 23%, MF 19%, Trusts 18%, Banks 5.2%, Individuals 2.3%, others 1.9%"
INE756I07EZ8,30/06/2026,"Corporates 66%, Trusts 14%, Insurance 8.7%, PF/Pension 7%, MF 2.7%, Banks 1.7%, others 0.7%"
INE756I07FA8,30/06/2026,"Corporates 63%, Insurance 12%, MF 10%, Banks 8%, Trusts 6.3%, Individuals 0.2%, others 0.1%"
INE756I07FB6,30/06/2026,"Corporates 39%, Insurance 20%, MF 20%, Banks 11%, Trusts 5.4%, FPI 3.9%, others 0.3%"
INE756I07FE0,30/06/2026,"Corporates 24%, Banks 23%, Trusts 19%, Insurance 18%, PF/Pension 13%, MF 3.1%"
INE756I07FG5,30/06/2026,"MF 41%, Corporates 33%, Banks 20%, Insurance 6%"
INE756I07FH3,30/06/2026,"MF 44%, Banks 31%, Corporates 22%, Insurance 2.9%"
INE756I07FI1,30/06/2026,"Corporates 55%, Individuals 41%, AIF 3.8%, NRIs 0.5%"
INE756I07FJ9,30/06/2026,"Corporates 49%, Insurance 28%, Banks 12%, MF 11%"
INE756I07FM3,30/06/2026,"Corporates 64%, FPI 13%, Insurance 12%, Banks 6.6%, Trusts 3.8%, Individuals 0.7%"
INE756I07FN1,30/06/2026,"Corporates 85%, Banks 15%"
INE756I07FO9,30/06/2026,"Corporates 92%, MF 8.3%"
INE756I07FQ4,30/06/2026,"MF 57%, Banks 33%, Insurance 10%"
INE756I08306,30/06/2026,"Trusts 41%, Corporates 31%, Govt 11%, Insurance 11%, MF 3.6%, Individuals 1.9%"
INE760I07037,30/06/2026,"Trusts 70%, Individuals 22%, Corporates 7.5%, NRIs 0.4%"
INE763G08967,30/06/2026,"MF 54%, PF/Pension 23%, Corporates 23%"
INE774D07UM6,30/06/2026,"Insurance 40%, Corporates 23%, MF 15%, Banks 10%, Trusts 9.4%, PF/Pension 2.3%, others 0.5%"
INE774D07VD3,30/06/2026,"Corporates 72%, Insurance 28%"
INE774D07VE1,30/06/2026,"Corporates 36%, Insurance 24%, Trusts 15%, Banks 13%, MF 11%, Individuals 0.7%, others 0.5%"
INE774D07VF8,30/06/2026,"Insurance 33%, Banks 23%, MF 23%, Trusts 7.5%, Corporates 6.8%, FPI 6.6%, others 0.4%"
INE774D07VG6,30/06/2026,"MF 29%, Banks 28%, Insurance 23%, Corporates 12%, Trusts 7.4%"
INE774D07VH4,30/06/2026,"Trusts 29%, Insurance 29%, Banks 17%, MF 14%, Corporates 9%, Individuals 2.1%"
INE774D07VI2,30/06/2026,"MF 40%, Corporates 31%, Banks 14%, Trusts 10%, Insurance 5.3%"
INE774D07VJ0,30/06/2026,"MF 43%, Banks 34%, Corporates 23%"
INE774D07VK8,30/06/2026,"Insurance 29%, MF 29%, Banks 23%, Corporates 20%"
INE774D07VM4,30/06/2026,"MF 44%, Banks 40%, Corporates 11%, Insurance 4.4%"
INE774D07VN2,30/06/2026,"Banks 68%, Insurance 30%, Corporates 2%"
INE774D07VO0,30/06/2026,MF 100%
INE774D07VP7,30/06/2026,MF 100%
INE774D07VQ5,30/06/2026,"Banks 48%, MF 27%, Corporates 13%, Insurance 6.4%, FPI 5.3%"
INE774D08MM1,30/06/2026,"Trusts 55%, Insurance 30%, Individuals 7.7%, Corporates 6.3%, Govt 0.5%, Banks 0.3%, others 0.1%"
INE776C08075,30/06/2026,"FPI 36%, MF 31%, Corporates 29%, NBFC 3.4%, Individuals 0.1%, Trusts 0.1%"
INE776C08083,30/06/2026,"MF 65%, FPI 22%, Corporates 13%, Trusts 0.3%, Individuals 0.2%"
INE787H07057,30/06/2026,"Trusts 64%, Insurance 20%, Corporates 14%, PF/Pension 1.4%, MF 0.5%, Govt 0.5%, others 0.4%"
INE787H07156,30/06/2026,"Individuals 85%, Corporates 11%, NRIs 1.3%, AIF 1.3%, Trusts 1.2%, Banks 0.4%, others 0.2%"
INE787H07214,30/06/2026,"Corporates 82%, Individuals 18%, NRIs 0.2%, NBFC 0.1%"
INE787H07255,30/06/2026,"Corporates 69%, Individuals 30%, Clearing members 0.2%, NRIs 0.2%"
INE787H07347,30/06/2026,"Individuals 80%, Corporates 17%, NRIs 1.9%, Banks 0.4%, AIF 0.2%, Clearing members 0.1%, others 0.2%"
INE787H08154,30/06/2026,"Govt 50%, MF 16%, Banks 13%, Insurance 13%, FPI 6.7%, Trusts 0.7%"
INE787H08212,30/06/2026,"Banks 41%, MF 29%, PF/Pension 13%, Insurance 10%, Corporates 6.7%, Trusts 1.3%"
INE790Z07061,30/06/2026,"Banks 67%, MF 33%"
INE800X07071,30/06/2026,MF 100%
INE800X07097,30/06/2026,MF 100%
INE800X07105,30/06/2026,MF 100%
INE802J07035,30/06/2026,"Corporates 81%, MF 19%"
INE804I08734,30/06/2026,"Corporates 78%, Trusts 21%, Individuals 0.5%"
INE812V07013,30/06/2026,"Trusts 48%, Govt 33%, Banks 15%, MF 1.7%, FPI 1.7%, Corporates 0.8%"
INE813H07192,30/06/2026,MF 100%
INE813H07226,30/06/2026,MF 100%
INE813H07234,30/06/2026,MF 100%
INE813H07242,30/06/2026,"MF 86%, Individuals 13%, Trusts 0.4%, Corporates 0.2%"
INE813H07283,30/06/2026,MF 100%
INE813H07309,30/06/2026,"MF 50%, Insurance 50%"
INE813H07333,30/06/2026,"MF 85%, FPI 15%"
INE813H07341,30/06/2026,"MF 71%, Banks 29%"
INE813H07366,30/06/2026,"MF 71%, Insurance 29%"
INE813H07374,30/06/2026,"Insurance 57%, MF 37%, PF/Pension 5.7%"
INE813H07382,30/06/2026,"Banks 57%, MF 43%"
INE813H07408,30/06/2026,"PF/Pension 49%, Insurance 44%, Trusts 4.4%, Corporates 3%"
INE813H07416,30/06/2026,"Other FIs 70%, Insurance 15%, PF/Pension 12%, Banks 2.7%"
INE813H07424,30/06/2026,"Insurance 51%, PF/Pension 43%, Corporates 4.4%, Trusts 1.2%"
INE813H07432,30/06/2026,"MF 69%, Insurance 23%, PF/Pension 4.7%, NBFC 3.3%"
INE813H07440,30/06/2026,"MF 75%, PF/Pension 10%, Insurance 8.5%, Banks 7%"
INE814H07182,30/06/2026,"Banks 51%, Insurance 44%, PF/Pension 3.7%, Trusts 0.4%"
INE814H07190,30/06/2026,"MF 93%, Banks 6.1%, Insurance 0.9%"
INE814H07208,30/06/2026,"MF 87%, Banks 13%"
INE814H07216,30/06/2026,"Banks 78%, Trusts 13%, Insurance 7.1%, Corporates 0.7%, Individuals 0.4%"
INE814O07618,30/06/2026,"Corporates 93%, Individuals 6.8%"
INE818W08172,30/06/2026,Corporates 100%
INE831R07318,30/06/2026,"MF 50%, Insurance 30%, Banks 20%"
