isin,as_of,yield,source,holders
INE852O07154,2026-07-31,8.475,Axis,Axis (16)
INE852O07154,2026-08-15,8.2199,Axis,Axis (16)
INE852O07162,2026-06-30,8.5349,Nippon,Nippon
INE852O07162,2026-07-15,8.69,Nippon,Nippon
INE852O07162,2026-07-31,8.655,Nippon,Nippon (112)
INE852O07162,2026-08-15,8.43,Nippon,Nippon (112)
INE857Q07273,2026-06-30,7.64,HDFC,HDFC; Kotak
INE857Q07273,2026-07-15,7.72,HDFC,HDFC
INE857Q07273,2026-07-31,7.67,HDFC,HDFC (25); Kotak (40)
INE857Q07273,2026-08-15,7.58,Kotak,Kotak (40)
INE859C07196,2026-06-30,9.85,HDFC,HDFC
INE859C07196,2026-07-15,9.71,HDFC,HDFC
INE859C07196,2026-07-31,9.63,HDFC,HDFC (16)
INE859C07220,2026-06-30,9.55,HDFC,HDFC
INE859C07220,2026-07-15,9.55,HDFC,HDFC
INE859C07220,2026-07-31,9.18,HDFC,HDFC (50)
INE859C07246,2026-06-30,9.8425,Aditya Birla,Aditya Birla; Axis
INE859C07246,2026-07-31,9.651,Aditya Birla,Aditya Birla (67); Axis (50)
INE859C07246,2026-08-15,9.5748,Axis,Axis (40)
INE859C08103,2026-06-30,10.1793,Aditya Birla,Aditya Birla
INE859C08103,2026-07-31,10.16,Aditya Birla,Aditya Birla (65)
INE860H07HN9,2026-06-30,6.8095,Aditya Birla,Aditya Birla; Axis; Nippon; Kotak
INE860H07HN9,2026-07-15,6.7118,Nippon,Nippon
INE860H07HQ2,2026-06-30,7.3324,Aditya Birla,Aditya Birla
INE860H07HQ2,2026-07-31,7.4049,Aditya Birla,Aditya Birla (25)
INE860H07IG1,2026-06-30,7.77,Nippon,Nippon
INE860H07IG1,2026-07-15,7.735,Nippon,Nippon
INE860H07IG1,2026-07-31,7.71,Nippon,Nippon (105)
INE860H07IG1,2026-08-15,7.65,Nippon,Nippon (55)
INE860H07II7,2026-06-30,7.735,Nippon,Nippon
INE860H07II7,2026-07-15,7.755,Nippon,Nippon
INE860H07II7,2026-07-31,7.79,Nippon,Nippon (80)
INE860H07II7,2026-08-15,7.705,Nippon,Nippon (80)
INE860H07IJ5,2026-06-30,6.815,Aditya Birla,Aditya Birla
INE860H07IJ5,2026-07-31,6.915,Aditya Birla,Aditya Birla (190)
INE860H07IO5,2026-06-30,7.74,Kotak,Kotak
INE860H07IO5,2026-07-31,7.81,Kotak,Kotak (301)
INE860H07IO5,2026-08-15,7.79,Kotak,Kotak (301)
INE860H07IQ0,2026-06-30,7.33,ICICI Pru,ICICI Pru; Kotak
INE860H07IQ0,2026-07-15,7.45,ICICI Pru,ICICI Pru
INE860H07IQ0,2026-07-31,7.41,ICICI Pru,ICICI Pru (3); Kotak (1)
INE860H07IQ0,2026-08-15,6.92,ICICI Pru,ICICI Pru (3); Kotak (1)
INE860H07IX6,2026-06-30,7.42,Axis,Axis
INE860H07IX6,2026-07-31,7.5625,Axis,Axis (150)
INE860H07IX6,2026-08-15,7.2875,Axis,Axis (150)
INE860H07IY4,2026-06-30,7.65,Aditya Birla,Aditya Birla; Axis; Nippon
INE860H07IY4,2026-07-15,7.6533,Nippon,Nippon
INE860H07IY4,2026-07-31,7.61,HDFC,HDFC (1); Aditya Birla (38); Axis (69); Nippon (1)
INE860H07IY4,2026-08-15,7.4449,Axis,Axis (69); Nippon (1)
INE860H07JC8,2026-06-30,7.74,Kotak,Kotak; UTI
INE860H07JC8,2026-07-31,7.81,Kotak,Kotak (200); UTI (100)
INE860H07JC8,2026-08-15,7.79,Kotak,Kotak (201)
INE860H08EL8,2026-06-30,8.2466,Aditya Birla,Aditya Birla
INE860H08EL8,2026-07-31,8.1606,Aditya Birla,Aditya Birla (25)
INE861G08027,2026-06-30,7.09,Kotak,Kotak
INE861G08027,2026-07-31,7.33,Kotak,Kotak (202)
INE861G08027,2026-08-15,7.31,Kotak,Kotak (202)
INE861G08043,2026-06-30,7.09,Kotak,Kotak
INE861G08043,2026-07-31,7.35,Kotak,Kotak (57)
INE861G08043,2026-08-15,7.34,Kotak,Kotak (57)
INE861G08050,2026-06-30,7.1113,Axis,Axis
INE861G08050,2026-07-31,7.3463,Axis,Axis (1)
INE861G08050,2026-08-15,7.335,Axis,Axis (1)
INE861G08068,2026-06-30,7.18,Kotak,Kotak
INE861G08068,2026-07-31,7.38,Kotak,Kotak (50)
INE861G08068,2026-08-15,7.35,Kotak,Kotak (50)
INE865C14PX7,2026-06-30,7.12,HDFC,HDFC
INE865C14QB1,2026-06-30,7.07,UTI,UTI
INE865C14QB1,2026-07-31,6.92,UTI,UTI (100)
INE865C14QD7,2026-06-30,7.07,HDFC,HDFC
INE865C14QD7,2026-07-15,7.3,HDFC,HDFC
INE865C14QD7,2026-07-31,7.02,HDFC,HDFC (124)
INE865C14QE5,2026-06-30,7.07,HDFC,HDFC
INE865C14QE5,2026-07-15,7.3,HDFC,HDFC
INE865C14QE5,2026-07-31,7.02,HDFC,HDFC (124)
INE865C14QF2,2026-06-30,7.07,Kotak,Kotak
INE865C14QF2,2026-07-31,7.17,Kotak,Kotak (99)
INE865C14QF2,2026-08-15,6.98,Kotak,Kotak (100)
INE865C14QG0,2026-06-30,7.1396,SBI,SBI
INE865C14QG0,2026-07-15,7.0045,SBI,SBI
INE865C14QH8,2026-06-30,7.1401,SBI,SBI
INE865C14QH8,2026-07-15,7.0044,SBI,SBI
INE865C14QI6,2026-06-30,7.07,HDFC,HDFC
INE865C14QI6,2026-07-15,7.35,HDFC,HDFC
INE865C14QI6,2026-07-31,7.17,HDFC,HDFC (50)
INE865C14QJ4,2026-06-30,7.0652,Nippon,Nippon
INE865C14QJ4,2026-07-15,7.3476,Nippon,Nippon
INE865C14QJ4,2026-07-31,7.1702,Nippon,Nippon (99)
INE865C14QJ4,2026-08-15,6.98,Nippon,Nippon (100)
INE865C14QL0,2026-06-30,7.07,Kotak,Kotak
INE865C14QL0,2026-07-31,7.17,Kotak,Kotak (99)
INE865C14QL0,2026-08-15,6.98,Kotak,Kotak (100)
INE865C14QO4,2026-06-30,7.07,ICICI Pru,ICICI Pru; Kotak
INE865C14QO4,2026-07-15,7.35,ICICI Pru,ICICI Pru
INE865C14QO4,2026-07-31,7.17,ICICI Pru,ICICI Pru (50); Kotak (99)
INE865C14QO4,2026-08-15,6.98,ICICI Pru,ICICI Pru (50); Kotak (99)
INE865C14QP1,2026-06-30,7.065,Nippon,Nippon
INE865C14QP1,2026-07-15,7.4599,Nippon,Nippon
INE865C14QP1,2026-07-31,7.2549,Nippon,Nippon (99)
INE865C14QP1,2026-08-15,6.9905,Nippon,Nippon (99)
INE865C14QQ9,2026-07-15,7.4601,Nippon,Nippon
INE865C14QQ9,2026-07-31,7.2551,Nippon,Nippon (99); UTI (49)
INE865C14QQ9,2026-08-15,6.9903,Nippon,Nippon (99)
INE865C14QT3,2026-07-31,7.68,ICICI Pru,ICICI Pru (147)
INE865C14QT3,2026-08-15,7.13,ICICI Pru,ICICI Pru (148)
INE865C14QV9,2026-08-15,7.165,Axis,Axis (98)
INE865C14QW7,2026-08-15,7.17,ICICI Pru,ICICI Pru (98)
INE870H14XG5,2026-06-30,6.57,HDFC,HDFC; ICICI Pru
INE870H14XG5,2026-07-15,6.54,HDFC,HDFC; ICICI Pru
INE870H14XG5,2026-07-31,6.48,HDFC,HDFC (199); ICICI Pru (99)
INE870H14XG5,2026-08-15,6.31,ICICI Pru,ICICI Pru (100)
INE870H14XI1,2026-06-30,6.49,Kotak,Kotak
INE870H14XI1,2026-07-31,6.58,Kotak,Kotak (298)
INE870H14XI1,2026-08-15,6.38,Kotak,Kotak (299)
INE870H14XJ9,2026-06-30,6.49,ICICI Pru,ICICI Pru
INE870H14XJ9,2026-07-15,6.69,ICICI Pru,ICICI Pru
INE870H14XJ9,2026-07-31,6.58,ICICI Pru,ICICI Pru (199)
INE870H14XJ9,2026-08-15,6.38,ICICI Pru,ICICI Pru (199)
INE870H14XM3,2026-08-15,6.5399,Nippon,Nippon (99)
INE870H14XN1,2026-08-15,6.54,ICICI Pru,ICICI Pru (296)
INE870H14XO9,2026-08-15,6.54,ICICI Pru,ICICI Pru (99)
INE870H14XP6,2026-08-15,6.5399,Nippon,Nippon (148)
INE870H14XS0,2026-08-15,6.54,ICICI Pru,ICICI Pru (98)
INE879F14LN1,2026-06-30,6.97,Aditya Birla,Aditya Birla
INE879F14LN1,2026-07-31,6.9252,Aditya Birla,Aditya Birla (99)
INE879F14MC2,2026-07-31,7.87,Tata,Tata (244)
INE879F14MC2,2026-08-15,7.25,Tata,Tata (245)
INE879F14ME8,2026-06-30,7.4574,Aditya Birla,Aditya Birla; UTI
INE879F14ME8,2026-07-31,7.8801,Aditya Birla,Aditya Birla (49); UTI (194)
INE879F14MG3,2026-06-30,7.46,HDFC,HDFC
INE879F14MG3,2026-07-15,7.67,HDFC,HDFC
INE879F14MG3,2026-07-31,7.87,HDFC,HDFC (147)
INE879F14MJ7,2026-07-31,7.9,Tata,Tata (289)
INE879F14MJ7,2026-08-15,7.66,Tata,Tata (291)
INE879F14ML3,2026-06-30,7.71,ICICI Pru,ICICI Pru
INE879F14ML3,2026-07-15,7.9,ICICI Pru,ICICI Pru
INE879F14ML3,2026-07-31,7.9,ICICI Pru,ICICI Pru (192)
INE879F14ML3,2026-08-15,7.66,ICICI Pru,ICICI Pru (193)
INE879F14MM1,2026-06-30,7.71,HDFC,HDFC
INE879F14MM1,2026-07-15,7.9,HDFC,HDFC
INE879F14MM1,2026-07-31,7.9,HDFC,HDFC (192)
INE879F14MN9,2026-06-30,7.71,ICICI Pru,ICICI Pru
INE879F14MN9,2026-07-15,7.9,ICICI Pru,ICICI Pru
INE879F14MN9,2026-07-31,7.9,ICICI Pru,ICICI Pru (144)
INE879F14MN9,2026-08-15,7.66,ICICI Pru,ICICI Pru (145)
INE879F14MP4,2026-06-30,7.71,HDFC,HDFC
INE879F14MP4,2026-07-15,7.9,HDFC,HDFC
INE879F14MP4,2026-07-31,7.9,HDFC,HDFC (143)
INE879F14MR0,2026-06-30,7.71,ICICI Pru,ICICI Pru
INE879F14MR0,2026-07-15,7.9,ICICI Pru,ICICI Pru
INE879F14MR0,2026-07-31,7.9,ICICI Pru,ICICI Pru (143)
INE879F14MR0,2026-08-15,7.66,ICICI Pru,ICICI Pru (144)
INE879F14MT6,2026-06-30,7.71,ICICI Pru,ICICI Pru
INE879F14MT6,2026-07-15,7.9,ICICI Pru,ICICI Pru
INE879F14MT6,2026-07-31,7.9,ICICI Pru,ICICI Pru (95)
INE879F14MT6,2026-08-15,7.66,ICICI Pru,ICICI Pru (96)
INE879F14MU4,2026-06-30,7.05,HDFC,HDFC
INE879F14MV2,2026-06-30,7.0445,Nippon,Nippon
INE879F14MV2,2026-07-15,6.1695,Nippon,Nippon
INE879F14MX8,2026-06-30,7.295,Axis,Axis
INE879F14NA4,2026-06-30,6.9696,Aditya Birla,Aditya Birla
INE879F14NA4,2026-07-31,6.6742,Aditya Birla,Aditya Birla (225)
INE879F14NC0,2026-06-30,6.9698,Axis,Axis
INE879F14NC0,2026-07-31,6.7748,Axis,Axis (199)
INE879F14NC0,2026-08-15,6.63,Axis,Axis (200)
INE879F14ND8,2026-06-30,6.97,HDFC,HDFC
INE879F14ND8,2026-07-15,7.08,HDFC,HDFC
INE879F14ND8,2026-07-31,6.93,HDFC,HDFC (99)
INE879F14NE6,2026-06-30,6.9699,Axis,Axis
INE879F14NE6,2026-07-31,6.925,Axis,Axis (149)
INE879F14NE6,2026-08-15,6.775,Axis,Axis (149)
INE879F14NF3,2026-06-30,6.9699,Aditya Birla,Aditya Birla
INE879F14NF3,2026-07-31,6.9753,Aditya Birla,Aditya Birla (149)
INE879F14NG1,2026-06-30,6.97,ICICI Pru,ICICI Pru
INE879F14NG1,2026-07-15,7.08,ICICI Pru,ICICI Pru
INE879F14NG1,2026-07-31,6.98,ICICI Pru,ICICI Pru (99)
INE879F14NG1,2026-08-15,6.79,ICICI Pru,ICICI Pru (99)
INE879F14NM9,2026-07-31,7.88,HDFC,HDFC (146)
INE879F14NN7,2026-08-15,7.9151,Axis,Axis (235)
INE883F07314,2026-06-30,7.15,HDFC,HDFC; SBI; ICICI Pru; Axis; Nippon
INE883F07314,2026-07-15,7.28,HDFC,HDFC; ICICI Pru; Nippon
INE883F07314,2026-07-31,7.32,HDFC,HDFC (50); ICICI Pru (135); Nippon (165)
INE883F07314,2026-08-15,6.58,ICICI Pru,ICICI Pru (135); Nippon (165)
INE883F07330,2026-06-30,8.04,ICICI Pru,ICICI Pru; Axis; Kotak; UTI
INE883F07330,2026-07-15,8.28,ICICI Pru,ICICI Pru
INE883F07330,2026-07-31,8.22,ICICI Pru,ICICI Pru (20); Axis (80); Kotak (65); UTI (15)
INE883F07330,2026-08-15,8.11,ICICI Pru,ICICI Pru (20); Axis (80); Kotak (65)
INE883F07363,2026-06-30,8.06,HDFC,HDFC
INE883F07363,2026-07-15,8.3,HDFC,HDFC
INE883F07363,2026-07-31,8.23,HDFC,HDFC (351)
INE883F07389,2026-06-30,8.1,ICICI Pru,ICICI Pru; Axis; Kotak
INE883F07389,2026-07-15,8.34,ICICI Pru,ICICI Pru
INE883F07389,2026-07-31,8.25,ICICI Pru,ICICI Pru (25); Axis (55); Kotak (50)
INE883F07389,2026-08-15,8.14,ICICI Pru,ICICI Pru (25); Axis (55); Kotak (50)
INE883F07397,2026-06-30,8.12,HDFC,HDFC; ICICI Pru
INE883F07397,2026-07-15,8.35,HDFC,HDFC; ICICI Pru
INE883F07397,2026-07-31,8.26,HDFC,HDFC (60); ICICI Pru (70)
INE883F07397,2026-08-15,8.16,ICICI Pru,ICICI Pru (70)
INE883F07405,2026-06-30,8.1315,SBI,SBI
INE883F07405,2026-07-15,8.3591,SBI,SBI
INE883F07405,2026-07-31,8.2591,SBI,SBI (124)
INE883F07405,2026-08-15,8.1642,SBI,SBI (124)
INE883F07413,2026-06-30,8.68,HDFC,HDFC; ICICI Pru; Axis
INE883F07413,2026-07-15,8.91,HDFC,HDFC; ICICI Pru
INE883F07413,2026-07-31,8.84,HDFC,HDFC (115); ICICI Pru (50); Axis (60)
INE883F07413,2026-08-15,8.82,ICICI Pru,ICICI Pru (50); Axis (60)
INE891D14C44,2026-06-30,6.6849,Aditya Birla,Aditya Birla
INE891D14C44,2026-07-31,6.8651,Aditya Birla,Aditya Birla (148)
INE891D14C51,2026-06-30,6.685,Aditya Birla,Aditya Birla
INE891D14C51,2026-07-31,6.865,Aditya Birla,Aditya Birla (99)
INE891D14C69,2026-07-31,6.79,UTI,UTI (99)
INE891D14C77,2026-07-31,6.79,UTI,UTI (198)
INE891D14C85,2026-07-31,6.7243,Aditya Birla,Aditya Birla (199)
INE891K07721,2026-06-30,7.1975,Nippon,Nippon
INE891K07721,2026-07-15,7.3675,Nippon,Nippon
INE891K07721,2026-07-31,7.2425,Nippon,Nippon (5)
INE891K07721,2026-08-15,6.8951,Nippon,Nippon (5)
INE891K07937,2026-06-30,7.84,UTI,UTI
INE891K07937,2026-07-31,7.83,UTI,UTI (15)
INE891K07952,2026-06-30,7.49,Kotak,Kotak
INE891K07952,2026-07-31,7.81,Kotak,Kotak (46)
INE891K07952,2026-08-15,7.53,Kotak,Kotak (46)
INE891K07AF9,2026-06-30,7.7607,Aditya Birla,Aditya Birla
INE891K07AF9,2026-07-31,7.8756,Aditya Birla,Aditya Birla (349)
INE891K07AG7,2026-06-30,7.7599,Aditya Birla,Aditya Birla; UTI
INE891K07AG7,2026-07-31,7.875,Aditya Birla,Aditya Birla (124); UTI (99)
INE891K07AM5,2026-06-30,8.5351,Aditya Birla,Aditya Birla; Kotak
INE891K07AM5,2026-07-31,8.511,Aditya Birla,Aditya Birla (452); Kotak (151)
INE891K07AM5,2026-08-15,8.54,Kotak,Kotak (150)
INE891K07AN3,2026-07-15,7.94,ICICI Pru,ICICI Pru
INE891K07AN3,2026-07-31,7.84,ICICI Pru,ICICI Pru (50)
INE891K07AN3,2026-08-15,7.89,ICICI Pru,ICICI Pru (50)
INE891K14PV0,2026-06-30,7.33,Aditya Birla,Aditya Birla
INE891K14PV0,2026-07-31,7.38,Aditya Birla,Aditya Birla (241)
INE891K14PW8,2026-06-30,7.33,Aditya Birla,Aditya Birla
INE891K14PW8,2026-07-31,7.3799,Aditya Birla,Aditya Birla (241)
INE891K14PY4,2026-06-30,5.6584,SBI,SBI
INE891K14QA2,2026-06-30,6.7901,SBI,SBI; Aditya Birla
INE891K14QA2,2026-07-15,6.9351,SBI,SBI
INE891K14QA2,2026-07-31,6.8347,SBI,SBI (248); Aditya Birla (15)
INE891K14QA2,2026-08-15,6.6451,SBI,SBI (249)
INE891K14QB0,2026-06-30,6.8652,SBI,SBI
INE891K14QB0,2026-07-15,6.6857,SBI,SBI
INE896L07934,2026-06-30,7.69,Nippon,Nippon
INE896L07934,2026-07-15,7.8714,Nippon,Nippon
INE896L07934,2026-07-31,7.4638,Nippon,Nippon (4)
INE896L07975,2026-06-30,8.29,ICICI Pru,ICICI Pru
INE896L07975,2026-07-15,8.75,ICICI Pru,ICICI Pru
INE896L07975,2026-07-31,8.65,ICICI Pru,ICICI Pru (100)
INE896L07975,2026-08-15,8.38,ICICI Pru,ICICI Pru (101)
INE896L07AF6,2026-06-30,8.29,ICICI Pru,ICICI Pru
INE896L07AF6,2026-07-15,8.74,ICICI Pru,ICICI Pru
INE896L07AF6,2026-07-31,8.64,ICICI Pru,ICICI Pru (201)
INE896L07AF6,2026-08-15,8.37,ICICI Pru,ICICI Pru (201)
INE896L07AG4,2026-06-30,8.86,ICICI Pru,ICICI Pru
INE896L07AG4,2026-07-15,9.07,ICICI Pru,ICICI Pru
INE896L07AG4,2026-07-31,8.98,ICICI Pru,ICICI Pru (45)
INE896L07AG4,2026-08-15,8.78,ICICI Pru,ICICI Pru (45)
INE896L07AJ8,2026-06-30,8.62,ICICI Pru,ICICI Pru
INE896L07AJ8,2026-07-15,8.96,ICICI Pru,ICICI Pru
INE896L07AJ8,2026-07-31,8.88,ICICI Pru,ICICI Pru (251)
INE896L07AJ8,2026-08-15,8.65,ICICI Pru,ICICI Pru (251)
INE896L07AK6,2026-06-30,8.9775,SBI,SBI
INE896L07AK6,2026-07-15,9.0562,SBI,SBI
INE896L07AK6,2026-07-31,9.0099,SBI,SBI (100)
INE896L07AK6,2026-08-15,8.911,SBI,SBI (100)
INE896L07AL4,2026-06-30,8.8974,Axis,Axis; Nippon
INE896L07AL4,2026-07-15,9.0712,Nippon,Nippon
INE896L07AL4,2026-07-31,8.975,Axis,Axis (40); Nippon (125)
INE896L07AL4,2026-08-15,8.776,Axis,Axis (40); Nippon (125)
INE896L07AM2,2026-06-30,9.0673,SBI,SBI
INE896L07AM2,2026-07-15,9.2646,SBI,SBI
INE896L07AM2,2026-07-31,9.0849,SBI,SBI (150)
INE896L07AM2,2026-08-15,9.1663,SBI,SBI (149)
INE896L07AN0,2026-06-30,9.0673,SBI,SBI
INE896L07AN0,2026-07-15,9.256,SBI,SBI
INE896L07AN0,2026-07-31,9.0749,SBI,SBI (149)
INE896L07AN0,2026-08-15,9.1462,SBI,SBI (149)
INE896L07AP5,2026-06-30,8.9775,SBI,SBI
INE896L07AP5,2026-07-15,9.0762,SBI,SBI
INE896L07AP5,2026-07-31,9.035,SBI,SBI (201)
INE896L07AP5,2026-08-15,9.0862,SBI,SBI (200)
INE896L07AQ3,2026-07-31,9.07,Tata,Tata (45)
INE896L07AQ3,2026-08-15,9.07,Tata,Tata (45)
INE896L07AR1,2026-07-31,9.04,Tata,Tata (100)
INE896L07AR1,2026-08-15,9.09,Tata,Tata (100)
INE901L14CM2,2026-07-15,6.7999,Nippon,Nippon
INE901L14CM2,2026-07-31,6.7698,Nippon,Nippon (149)
INE901L14CM2,2026-08-15,6.4351,Nippon,Nippon (149)
INE906B07GN5,2026-06-30,6.91,HDFC,HDFC
INE906B07GN5,2026-07-15,7.14,HDFC,HDFC
INE906B07GN5,2026-07-31,7.1,HDFC,HDFC (128)
INE906B07GO3,2026-06-30,6.91,HDFC,HDFC; Aditya Birla; Axis
INE906B07GO3,2026-07-31,7.1,Aditya Birla,Aditya Birla (31); Axis (10)
INE906B07GO3,2026-08-15,7.055,Axis,Axis (10)
INE906B07GP0,2026-06-30,6.91,HDFC,HDFC; Aditya Birla; Axis; Nippon
INE906B07GP0,2026-07-15,7.14,HDFC,HDFC; Nippon
INE906B07GP0,2026-07-31,7.1,HDFC,HDFC (51); Axis (5); Nippon (0); Tata (0)
INE906B07GP0,2026-08-15,7.055,Axis,Axis (5); Nippon (0)
INE906B07HD4,2026-06-30,6.91,HDFC,HDFC
INE906B07HF9,2026-06-30,6.91,HDFC,HDFC
INE906B07HG7,2026-06-30,6.92,HDFC,HDFC; Aditya Birla; Axis
INE906B07HG7,2026-07-31,7.1,Aditya Birla,Aditya Birla (1); Axis (5)
INE906B07HG7,2026-08-15,7.1158,Axis,Axis (5)
INE906B07HH5,2026-06-30,6.92,HDFC,HDFC; Aditya Birla; Nippon; UTI
INE906B07HH5,2026-07-15,7.135,Nippon,Nippon
INE906B07HH5,2026-07-31,7.1,Aditya Birla,Aditya Birla (51); Nippon (30); UTI (25)
INE906B07HH5,2026-08-15,7.1158,Nippon,Nippon (30)
INE906B07HP8,2026-06-30,7.0521,Nippon,Nippon
INE906B07HP8,2026-07-15,7.2525,Nippon,Nippon
INE906B07HP8,2026-07-31,7.275,Nippon,Nippon (10)
INE906B07HP8,2026-08-15,7.22,Nippon,Nippon (10)
INE906B07IC4,2026-06-30,7.3,Aditya Birla,Aditya Birla
INE906B07IC4,2026-07-31,7.3449,Aditya Birla,Aditya Birla (10)
INE909H08360,2026-06-30,7.95,HDFC,HDFC
INE909H08360,2026-07-15,7.96,HDFC,HDFC
INE909H08360,2026-07-31,7.89,HDFC,HDFC (100)
INE909H08378,2026-06-30,7.95,ICICI Pru,ICICI Pru
INE909H08378,2026-07-15,7.96,ICICI Pru,ICICI Pru
INE909H08378,2026-07-31,7.94,ICICI Pru,ICICI Pru (100)
INE909H08378,2026-08-15,7.7,ICICI Pru,ICICI Pru (100)
INE909H08386,2026-06-30,8.28,HDFC,HDFC; ICICI Pru
INE909H08386,2026-07-15,8.37,HDFC,HDFC; ICICI Pru
INE909H08386,2026-07-31,8.36,HDFC,HDFC (79); ICICI Pru (57)
INE909H08386,2026-08-15,8.29,ICICI Pru,ICICI Pru (57)
INE909H08394,2026-06-30,8.28,HDFC,HDFC; ICICI Pru
INE909H08394,2026-07-15,8.41,HDFC,HDFC; ICICI Pru
INE909H08394,2026-07-31,8.38,HDFC,HDFC (99); ICICI Pru (20)
INE909H08394,2026-08-15,8.13,ICICI Pru,ICICI Pru (20)
INE909H08469,2026-07-31,7.48,HDFC,HDFC (620)
INE915D08DC0,2026-06-30,8.13,HDFC,HDFC; ICICI Pru
INE915D08DC0,2026-07-15,8.26,HDFC,HDFC; ICICI Pru
INE915D08DC0,2026-07-31,8.23,HDFC,HDFC (268); ICICI Pru (581)
INE915D08DC0,2026-08-15,7.99,ICICI Pru,ICICI Pru (581)
INE916D145X7,2026-06-30,6.7305,Aditya Birla,Aditya Birla
INE916D145X7,2026-07-31,6.3006,Aditya Birla,Aditya Birla (25)
INE916D145Y5,2026-06-30,6.7304,Aditya Birla,Aditya Birla; Axis
INE916D145Y5,2026-07-31,6.7,Aditya Birla,Aditya Birla (74); Axis (50)
INE916D145Y5,2026-08-15,6.5744,Axis,Axis (50)
INE916D145Z2,2026-06-30,6.73,HDFC,HDFC
INE916D145Z2,2026-07-15,6.79,HDFC,HDFC
INE916D145Z2,2026-07-31,6.53,HDFC,HDFC (50)
INE916D146I6,2026-06-30,7.1,HDFC,HDFC; Aditya Birla
INE916D146I6,2026-07-15,7.34,HDFC,HDFC
INE916D146I6,2026-07-31,7.27,HDFC,HDFC (49); Aditya Birla (73)
INE916D146J4,2026-06-30,7.2,UTI,UTI
INE916D146J4,2026-07-31,7.31,UTI,UTI (48)
INE916D146M8,2026-06-30,7.1949,Aditya Birla,Aditya Birla
INE916D146M8,2026-07-31,7.31,Aditya Birla,Aditya Birla (48)
INE916D146N6,2026-06-30,7.1949,Aditya Birla,Aditya Birla; Nippon
INE916D146N6,2026-07-15,7.425,Nippon,Nippon
INE916D146N6,2026-07-31,7.31,Aditya Birla,Aditya Birla (96); Nippon (48)
INE916D146N6,2026-08-15,7.06,Nippon,Nippon (48)
INE916D146O4,2026-06-30,7.195,Aditya Birla,Aditya Birla; Nippon; UTI
INE916D146O4,2026-07-15,7.425,Nippon,Nippon
INE916D146O4,2026-07-31,7.3099,Aditya Birla,Aditya Birla (191); Nippon (48); UTI (96)
INE916D146O4,2026-08-15,7.0601,Nippon,Nippon (48)
INE916D146Q9,2026-06-30,7.1,UTI,UTI
INE916D146Q9,2026-07-31,7.21,UTI,UTI (98)
INE916D146R7,2026-06-30,7.0951,Aditya Birla,Aditya Birla
INE916D146R7,2026-07-31,7.26,Aditya Birla,Aditya Birla (24)
INE916D146S5,2026-06-30,7.095,Aditya Birla,Aditya Birla
INE916D146S5,2026-07-31,7.27,Aditya Birla,Aditya Birla (24)
INE916DA7RS0,2026-06-30,6.96,HDFC,HDFC; Axis; Nippon; Kotak
INE916DA7RS0,2026-07-15,6.97,HDFC,HDFC; Nippon
INE916DA7RS0,2026-07-31,6.77,HDFC,HDFC (30); Aditya Birla (25); Axis (25); Nippon (5); Kotak (5)
INE916DA7RS0,2026-08-15,6.633,Axis,Axis (25); Nippon (5); Kotak (5)
INE916DA7RX0,2026-06-30,7.61,Nippon,Nippon; Kotak; UTI
INE916DA7RX0,2026-07-15,7.705,Nippon,Nippon
INE916DA7RX0,2026-07-31,7.69,Nippon,Nippon (5); Kotak (135); UTI (25)
INE916DA7RX0,2026-08-15,7.615,Nippon,Nippon (5); Kotak (135)
INE916DA7SE8,2026-06-30,7.6,HDFC,HDFC; Axis
INE916DA7SE8,2026-07-31,7.74,Axis,Axis (25)
INE916DA7SE8,2026-08-15,7.69,Axis,Axis (25)
INE916DA7SJ7,2026-06-30,7.61,HDFC,HDFC; Axis
INE916DA7SJ7,2026-07-31,7.755,Axis,Axis (50)
INE916DA7SJ7,2026-08-15,7.715,Axis,Axis (50)
INE916DA7SL3,2026-06-30,7.23,ICICI Pru,ICICI Pru; Nippon
INE916DA7SL3,2026-07-15,7.27,ICICI Pru,ICICI Pru; Nippon
INE916DA7SL3,2026-07-31,7.14,ICICI Pru,ICICI Pru (25); Axis (15); Nippon (10)
INE916DA7SL3,2026-08-15,6.7,ICICI Pru,ICICI Pru (25); Axis (15); Nippon (10)
INE916DA7SN9,2026-06-30,7.39,UTI,UTI
INE916DA7SN9,2026-07-31,7.46,UTI,UTI (25)
INE916DA7SO7,2026-06-30,7.52,HDFC,HDFC; Aditya Birla; UTI
INE916DA7SO7,2026-07-15,7.66,HDFC,HDFC
INE916DA7SO7,2026-07-31,7.66,HDFC,HDFC (50); Aditya Birla (5); UTI (25)
INE916DA7SP4,2026-06-30,7.225,SBI,SBI; Aditya Birla; Kotak
INE916DA7SP4,2026-07-15,7.2525,SBI,SBI
INE916DA7SP4,2026-07-31,7.1525,SBI,SBI (25); Aditya Birla (50); Kotak (9)
INE916DA7SP4,2026-08-15,6.7949,SBI,SBI (25); Kotak (9)
INE916DA7SR0,2026-06-30,7.39,UTI,UTI
INE916DA7SR0,2026-07-31,7.49,UTI,UTI (25)
INE916DA7SU4,2026-06-30,7.5449,Aditya Birla,Aditya Birla; Axis; Nippon
INE916DA7SU4,2026-07-15,7.66,Nippon,Nippon
INE916DA7SU4,2026-07-31,7.655,Aditya Birla,Aditya Birla (22); Axis (256); Nippon (1)
